label,clean_text
neg,mian sanp khoon sufaid gaya ai balayi ki ume sowar to kata jo buzdil gaya karobar sab sae pehl bhar pakistan pakistani loog
neg,mian bradran taqat milti to galay pakertay hain museebat main paun pakertay haindekhtay hain muk muka bad cop good cop dramapaun pakernay pay kab khatam hota
neg,mian dafa jaddah jaey ga balkey london kooch keri ga agar pakistanion nae babli pm ban ney mae rekawat dali
neg,mian jee aeh tuseen sabat karna ae ke pais khito aae te kew aae asan ki chona na lao
neg,microsoft lumia 535 aaani bewkuf hi hoga jo nokia lumia mobil ly ga
neg,might right khuda ganjay nakhun na day
neg,mir sab nawaz bhari islamabad tabhi taraqi nahi
neg,mir sab tariq fazal ch sab pochain farm hous minut ki walk pay cda ki land pay isb sab bara qabza
neg,mir sab channel hamara rhanay baqi sab belong kerti hain nawaz sharif
neg,mir sahib pehl 16 oct gaib 11 sep nov ye qaum benazir nawaz sharif zardari ke din manaya karegi mustaqbil
neg,mir sahib bikul darust fesla jo bi karapsht ga jeel jaey ga pakistani eak kom banni rahi hea sha allah
neg,mir jet tareen uni logon partner jinho ne khi ma sath halki pgulki moseeki chalai thee
neg,mir ji trha media roz ppp target krta hy trha pmln taget kr dikhay hy inti jurat wala mrd bacha ..
neg,miyan bhi ugli biwi bhi ugli bilkul theek hain doosray kay liy
neg,mjhi to mardon kitchen bht bura lagta happi
neg,mji to jhoot hi lag raha
neg,mobil z9 plu intihai fazool plz bi lene sooch bi nahi warna bohot pachtana parega
neg,mobil charg kr rukh sham to hi charg khtm
neg,modi jo yar woh pakistan ghuddar
neg,mohsin khan ufffffffffeska drama daikhna mushkil hi nahi namumkin
neg,molana sarmad dialogu rahay hain apni begum sara saath main tasbeeh kay daanay bhi ghuma rahai hain…baghair dua parhay khaali tasbeeh ghumanay ki qism ki ibadat hoti hai… .. hahaha
neg,molbi version shahbaz sharif matlb doway drami baz te rang bazi de maaher
neg,mr admin ... iss week live edg kyun upload nahi ye show air nahi hua iss week frustat
neg,mr nfarooq pasha jaddah kab shift rahe hain origin post farooq22 australia mein kabhi usa viceroy ki hukmut martial law sy nahi bani na zakat chori sy siasat dan bana baki aftab iqbal ki auqat ppp nasli ppp sy lafafa ky lie pasha parti mein gia sher ki abhi jaan sakti resign nahi mind thi
neg,mr cocain ager cricket main nawaz sharif waja si harr jeet hote hi 92 world cup kya nawaz sharif ke waja si jeeti
neg,mr waqar agar tum iss mulk kay baray baray magarmachon siastandaanon gidhon jageerdaaron jo iss mulk noch noch ker bari besharami pusht der pusht khaa rahay hain expos karo to chalay kay tum kitnay paani main iss muasray ki asal gandi machliyan to ye beghairat magarmachh siastandaan gidh jageerdaar hain jin ki waja mulk main ghurbat jahalat la qanooniat
neg,mubashir luqman sub morn show ki host bura mubashir luqman worst anchor phuphay kutna
neg,muhabbat tark ki main nyagirraibaan si liya main zamani to khush zehr ye pi liya main abhi zinda hoon lekin ye sochta rehta hoon khalwat main kay ki tamana kay saharay jee liya main unhain apna nahi sakta magr etna kya kam kay kch muddat haseen khuwaboon main kho kr jee liya main bs to daman dilchor bekaar umeeedooo boht dukh seh liya main boht din jee liya main
neg,muhid hareem kaa qasoor iss situat mein kyunkay ghalat fehmiyan door kernay ki bilkul bhi koshish nahi ker hareem ki sahe bhi ussay theek mashwaray de magar hareem gadhay sawaar
neg,mujay bat ki smajh hmari log zardari farigh kyun kr rahi
neg,mujha sumajh nahe ai corrupt logon goli kuon nahi mar daytay
neg,mujhay fawad ki biwi bilkul bhi achi nahi lagti nahi kyun bohot good look logon bohot ugli yaa aam si shakal kay log kyun pasand aa jatay hain
neg,mujhay yousuf ki samajh aati thaali kaa baingan kabhi zulekha ki taraf lurak jata kabhi madiha ki taraf ye kiss qism kaa fuzool ishq imran mughe ki bhi bohit jaldi chhutti kerdi dramay zulekha talaq dilwa ker bekaar episod tha drama bhi phusphusa hota raha khalil ur rehman kay tamam dramay end jatay jatay bakwa ker mer jatay hain
neg,mujhay aun ki `` bee jamalo `` herkatein bohot hi buri irrit lagnay lagi hain ... biwi ki buraye maan daadi maan daadi ki buraye biwi ... aun bara hi bewaqoof goofi ... daadi kay yaa kararay qism kay `` chapair `` khay ga theek hoga
neg,mujhay iss areeba ki bilkul samajh aati kabhi to areeba begum bari hi samajhdaar broadmind bani hoti hain kabhi itni asaani bewaqoof bun ker ahmaqana batein kerti hain ghari main tola ghari main masha
neg,mujhay iss tarah kay dramay baray buray lagtay hain jin main aadhi kahani chhupa ker raaz main rakha jata jub dramay kay end main raaz khulta to chalta kay sub bakwa misaal kay tor drama `` mujhay khuda pe yaqeen `` jiss ki poori kahan bilkul sensless amp bogu secret base kerti
neg,mujhay pehlay he tha kay bore dri topic waali drama type ki movi moor shah waghaira cinema main hit hi sakti aakhir kyun pesay kharch kerkay bore honay yaa sirf lectur sunnay jaega cinema main sirf achi interest amp full entertain movi hi hit sakti hain art type ki bore drama numa movi bananay walay tv director bohot jald `` laut kay budhoo gher aanegay ``
neg,mujhay pehlay hi shak tha kay david real gora search ki to chala kay david asal main pakistani uss naam shaz khan kahani to fuzool iss dramay ki lekin iss dramay ki attract handsom shaz khan david
neg,mujhay to arij fatma husband bhi ugli lag raha tha wesay agar compat kay saath saath achi shakal bhi to kitya ye zabardast combin nahi hoga
neg,mujhay to chees bilkul pasand nahi spin
neg,mujhay to selfi main kuchh bhi bura nazar aa raha theek hi hain pictur main edhi sahab araam letay huy hain jabkay film “wrong no” ki team ki pictur main bethay huy thay kya paradox
neg,mujhay to ye pre plan drama lagta nadia ne shroo kay show mein bataya tha kay meera interview ki baat magar meera normal interview nahi chahti balkay uss ki khuwahish kay script likhay to ye yaqeenan nadia meera ne ker larai jhagray kaa jhoota dhong rachaya din meera begum bethi hongi guest bun ker nadia kay show main saari ghalat fehmyian bhi door kee jaa hongi
neg,mujhay ye baat samajh main nahi aay kay abdul samad ne zain qatilana hamla kyun zain maarnay kaa naa faida thaa naa tuk banti daniya kaa lafangay bunti apnay gher lana uss yaktarfa mohabbat kerna uss daulat luta ker ye soch lena kay bunti bhi daniya mohabbat kernay lagay gaa ahmaqana soch ye baat kaafi natur bhi kyunkay daniya kisi bhi perhay likhay apni umer kay sharif gharanay kay aadmi shaadi ker sakti lafangay mer mitnay kay bajay bunti beenish ki mohabbat bhi kaafi artifici si qutub kabhi bohot pur israr bana detay hain kabhi bilkul aam sa nauker lagta kay writer sahab confus hogay hain kay kahani agay kesay berhana
neg,mujh taloo butt mein saleh zaafir ki jhalak nazar aa maryam aurangzeb wais hi yahi expect karta hu
neg,mujh shakiyat kpk ki govt polic then ni be paisa la kr kam marti abi be what pais wale hold
neg,mujh bhindi bilkul pasand nhi he
neg,mujh fb nafrat ye
neg,mujh nahi psnd chay
neg,mujhi to farq laga tha tast ma ganday wala
neg,muji lagta hackvilla admin larr pari bichara sub admin jisni hacksvilla ki itd ma tasheer ki usko bohat lose hua ga itni aram earn kr raha tha log web aay to head admin koe chakar chala lia hahaha veri bad admin
neg,muji to ye modi ki nahosat lag hi
neg,mukamm taur bokhla chukay hain
neg,mukhatar jo kahe ga yeah establis pitho woh he bat kare ga sponsor link
neg,munafiqat karni hy jamat main jaoo paisa banana hy ppp main jaoo jale degre hy pml main jaoo zalil hona hy pti main jaoo en sab ki bajani hy mqm main jaoo sm spread karo as much as shukria
neg,munh dikhai accha gift dia 2number molvi ne larki taarti huy islam shareat yaad nahi aaya
neg,murghi ki kaleeji khani ki cheez
neg,musalmanoo sharm aani chahey apni baygairti
neg,musharaf es daor changez khan
neg,must be holyday ganja parti mulk dushman hain
neg,dear pakistani siasatdan siasatdan hota he pakistan ki ajj kal ki siasat to lanat he koch nahi nawaz shareef hor bazahir shareef ya zardari hon zaradari matlab zar matlab pesa to app ki ommid lagai he nawaz shareef jo ajj kal awam main bohat maqbool hen sirf apna mafad aziz he ji cheez bora keh rahe hen mazi main len khod ker guzer choke hen siasat ke hammam main sab naggen hen kia zardari kia shareef lekin mulk inshaallah koch nahi ga ye imman he inshaallah
neg,burger khaya ma ne uska burger thek ni qualiti matain ni rekhta
neg,relat rain ki tarha nahi jo aati chali jati relat hawa ki tarha jo sometim silent hoti lakin waqt around rehti
neg,mysteri si bohot slow bore kahani jo shaadi shuda aorat base kerti jo apnay jobless husband kay bajay kisi pasand kerti bohot saaray flashback wala past present main jhoolta ye drama mujhay to pasand aaya wesay bhi flashback walay dramay bekaar hi hotay hain kyunkay end main jaaker be tuki senseless haqeeqat khulti taza tareen exampl hain '' ru baru `` `` mujhay khuda pe yaqeen ``
neg,nato suppli rokn khayal late kyon aya jabk american afghanistan nikaln ki soch rahe hain to supplyn rokn faida nahi aap chahiy tha drone gira dete jese iran ne kai mere khahyal choonk america charaha to wapsi ke contain rok ke apni tehvil le lena chayhh thi too late to stop nato suppli
neg,nawaz sur zardari pakistan ke harami kutt
neg,na krn na lala to kbi ksi nh rulati aj kyn zid kr rhi
neg,na karo na karo na karo baten jo poori na hon
neg,na yar dil bohat dukha
neg,naam badal deyna bc sharif rakh
neg,naam badlega ya istefa dega pehl ki tarah
neg,nabeel jaker chala kay romesa bewaqoof ... mujhay to shroo hi romesa bari dumb baaz auqaat irrit lagti kabhi kabhi aisa lagta kay romesa kay ser main kisi saal kay bachay dimagh
neg,nafrat ni bu irrit ki inteha
neg,nafstayti mareeza aala
neg,nahe honi chay agay he bohat chutiya gay
neg,nahe .. kyu hum pakistani iqbal ra jesaay azeeem insan qabil he nae .. woh kahaa hum kahaa ..
neg,nahi 2016 dehshathgardi khatm nahi hogi shayad kum gi ..
neg,nahi bhanjaay jawabaat mukam gaay meri mehnat ki qadar karo ... ...
neg,nahi dear assi baat nahi mein ni app battya lakin app ager samti kaa kussa app ki galti lakin maar dil mein assi baat nahi tee lakin app kaa dil mein ju mujko malum nahihai lakin mein app sii sorri karta hoin lakin baat kaa gahlti nikali jaya okk app kaa bhut suhkriya kaa ju app ni mere gahlti nilali lakin mere window new hoee tee ass liya nahi ki lakin abi app ki baat lakin agga siii assa nahi karo gaa lakin sorri ju app naraz gayi maara nahi taa kaa app muj saa naraz jaya
neg,nahi bana ban jayega dandi zoor
neg,nahi card usni kya karna hai…fazool sa
neg,nahi chane ki bajh anda allu hotay thik tha
neg,... naukrani batool bhaagti hui aati gul rana kehti kay main sajida dekha bachon doodh pilatay hue kysi ajeeb baat pagal
neg,drama darmiayan thora bore gya tha yasir ki entri dramay twist aya maza aya overal bore
neg,mma mukhtalif makatibefikr mushtamil zaroor lekin sab ittefaq ki baat yaqeenan islam ki sarbulandi islami nizam nafaz islami hakoomat qayam waghera jaisay khokhlay alfaz ki jugali kartay rahein gey magar aankh us niwalay jami rahay gi jo fazalurrehman kaheen uchak laey ga log apnay honay ki zaroorat shiddat dhandora peetay jaatay hain keh hairat hoti baqi muslim mumaalik aisay maskharun bagher ki tarah zinda hain
neg,dear yea masla nahi ...
neg,masli pada hongi
neg,yar kisshi karn sath ma akala kya keron ga
neg,najam sethi dr shahid masood bara inspir hia isliy usi ki follow kar raha hia toray hi dino may top choro ban ga
neg,name singl drama jo blockbust sirf mekaal hero us main recent aap na deekha us sang mar mar us margin wala role to masroor para tha
neg,nandipor kabhi chale ga
neg,naqle `` buffalo lahor `` sharam karo meri id use ker kay comment ker rahay `` ethic `` naam ki cheez tum main ... ... ghatiya tareen herkat ki tum .. shame ... get life
neg,narmeen itni hatti katti apna nashta kyun bana leti saa khua ma khua uss kay nakhray bardasht ker hain
neg,narmeen kay sub waar khaali jaa rahay hain kahawat kay `` loha lohay kaat ta `` areeba loha narmeen lohay kaat ... hahaha
neg,narmeen ki buri herkaton ki zimmedaar uss ki mother hain jo uss smajhanay kay bajay uss ki ghalat herkat support kerti hain
neg,narmeen ne ji tarah plan ki kamiyab huee ye sirf dramon main hi hosakta realiti main to aisa hosakta poori kahani main bohot saaray artifici waqiyat hain
neg,natasha bechari kaa aaliyan ke saath mustaqbil tareek nazar araha
neg,natasha khusra naqabil bardasht hoti ... ghatiya tareen natasha ki kameeni herkaten khatam hi nahi horaheen ... ooper uss landoora shoher bilal jo bilkul hi thussssss
neg,natasha ki kameeni harkaten uss waqt khatam nahi hongi ussay jootay nahi maray ga ... pilalloo bilaal jo bilkul hi bewaqoof zan mure
neg,natasha murd numa aorat bllal aorat numa mard ... hi khusray lagtay hain
neg,nateeja sub aoratein apnay apnay husband waqt baat fuzool behe karain gi .. ter ter ter .. saa susar bhi khoob zaban chalaengi gher kaam kaaj karengi ... dawat parti main apna farz samjhain gi chahay kisi bhi waqt kisi bhi din ... kaheen bhi to husband ijazat lena to door ki baat ussay bataengi bhi apnay janay kay baray main ... .. jub husband khoob ghussay main tep jayega kuchh kahay gaa to foran talaq le ker alag jaengi .. akhir aoraton kay huqooq izzat bhi to cheez hoti ... ... khabrdaar jo kisi sabar bardasht kay baaray main socha bhi ... .. husband bu waqt kaath ulloo samjhna ... ... lolzzzzzzzzzzz
neg,naujawan bewakoof nahi bu kerdo pakistan ki jaan choro zardari galay miltey thay tub ou ki corrupt yaad nahi aati thee zardari nawaz bhai bhai corrupt
neg,naukrani kehti `` adhair ban `` jo kay ghalat lafz udhaid bun unknit knit
neg,naveen waqar kaa azfar shaadi faisla ghalat tha naveen good look ussay bhi achha saa kunwara larka jata shaadi shuda amp bachi kay baap amp apnay bari umer kay aadmi shaadi bewaqoofi azfar bhi pagal jo itni achi biwi ki qadar ki
neg,nawaz shareef kehrah hain awam andheron dabon walon mustarad kardein to iska matlab aap hi hain jinhon hamaein yahan pohnchaya matlab aap hi mustarad kardein kaha aapn
neg,nawaz sharif drama kare ga koshish kare ga gen raheel ke jaan ye latka rahe
neg,nawaz sharif hum bohat sabir kia en mulk dushmano ke ghaleez batain suni en chorna nahein imran khan arrest ker kay 35 puncher kerna
neg,nawaz sharif koo tatiaaan laag gaey hain
neg,nawaz sharif gawal mandi raiwind estat kaa safar to mukama ker liya lekin pakistan andheroon mein daboo diya tight slap nawaz sharif paid worker chang way inshaalah with help imran khan
neg,nawaz sharif guzarish khuda wasti koom baksh dn pahli he hamari pyari sadar zardari pakistani koom gena haram kar rakha bs molk koom noch noch kar khani ke pari hoi molk koom bhala nahe chahta bs apn korc ke pare hoi gareb awam bhala nahe chahta matlabi han siasatdaano guzarish plz hami geni
neg,nawaz zardari insid he
neg,nawaz shahbaaz shayateen hain jin qaum fori taur chutkari milna bohat zaroori
neg,nawaz na pakistan ma khreeda kisi plot kisi job kisi ad kisi extens kisi ambassador etc
neg,nawaz emtehan he foj ya zardari magar foj ki laga gi bari mazloom awam dekh gi tamasha zalmon ki pitai
neg,nawaz leag wale karobari log he hamar mulk educ polici isi degrad kia jata he log jahil rahe bar bar dhoka khate rahe kabi lasho kabi pullo road polit ki jati he logo pass khano nahi he nawaz leag ne awam dhoka metro bu elect phele chala di sada lu awam he kisi bacha bharti kar dya safarish najan kitn marit walo chore ker ye awam nawz leag sath parti he pleas agar ham apn mulk taraqi dekhna chaht he pti vote de young log parliment kar best law make kar sakt he
neg,nawaz sharif bilkol ye kashidagi khtam nahe kar sakti ..
neg,nawaz sharif lahan sakoon ... drama kar raha humen dikhani ley mein sakoon mein hoon ... panama jaan ni chootni ki
neg,naya chief justic pakistan najam sethi raw kaa bharva bana dain sahih insaaf hoga
neg,nazo aa aa wala shor kabhi kabhi bohot annoy lagta uss kay balon kay ghuchhay ki tarah wesay itni pagal larki pagal khanay main hi rakhna chahiy ahm ali bohot handsom lag raha iss dramay main
neg,neech hukmaranon sath hr chez nech rhti
neg,neelam ki herkatain kisi saal ki pagal bachi jesi hain…iss tarah ki pagal psycho aoraton kaun kesay bardasht kersakta ... dil chahta kay main neelam ki khoob pitaye lagaon
neg,neelam ki pagal panay ki herkaton lambay lambay bekaar dialogu less scene bherpoor bore drama
neg,neetu singh ranbir ki katrina shaadi to honay de mawra kaa to sawaal hi peda hota mawra ki daal kisi soorat main galay gi ranbir ke saath faida bekaar haath marnay kaa sania shoaib kaa “intern love” bhi apni aakhri saansen le raha aajkal
neg,nehari sharif mein agar sharam hoti kabb suicid kar chukka hota
neg,nermeen jo ghatiya herkatain ker musals ki waja boht jald ussay talaq gi ussay chain ajayega
neg,new charact daal diy hain bu ye khtm honi wala .. bakwaa
neg,news pw batein ani chahy awan ki asliat chalay
neg,nhi usman bhai hum gandi kam nhi krti
neg,ni ni ni ... mar to hum bezti ki ki karen
neg,nokia safar khatam chuka
neg,nokia think tank pagal gya
neg,nokia ki start sy issu bat der sy samjh aati
neg,nakia compet kernay faida nahi to pehley sy he samsung na farigh ker dya
neg,non stop bajta hua baaja nadia
neg,noon leagu ki corrupt polic fake muqablon awaz uthaain sir inhuman cm manzoor nazar allah qahar punjab polc
neg,nooni patwari ghulam ghayab iss thread sayo kithay budboodar ghulamoo
neg,noor jahan ki poti grand daughter sonya jahan jo hindu shaadi india main hi rehti india walay hamesha pakistan superstar bekaar role main cast kerkay zaya kertay hain lekin hamaray superstar bhi india main jaaker zaya honay bara junoon taza tareen misaal meekal zulfiqar ki indian movi `` babi `` main meekal ne bekaar support role poori movi akshay
neg,noora kushti
neg,noora shaer parti poochti na 154 mn hamari dhandli kun chali ki na hamaray saath dhoka kia rs 300 kha gaya
neg,noora shareef abi ro raha ye award miln
neg,noora leak bharray tatoooooooooo leader tatoooooooooo patwari lol gali gali mein shor ganjjjjja shair chor
neg,nooray butt ke apnay bum ki itni thukai honay ke bohat arsaa yaad rahaay gi
neg,nooray paltu tatoooooooooo journalist
neg,nooron ke lahor mein qatl aam jaari haigood govern
neg,nooron ne itni najaiz doulat akhathi kar aqal kahan laaeen bazar to bikti nhe
neg,nooron ne judg kar lia bay fikar jaain
neg,... thoora pehli hi choor chay tha ... ye drama mein ne follow tha nikah wali episod tuk dekha chor diya ... stori start hi predict ... drama start mein sweet tha too much neg ni kharab kar diya ...
neg,tajub allah apni etni sari makhluq main sy mujayi nahi bhulta to hi allah main usayyy bhul jata
neg,spici pakistani food pasand nahi jasa ma. bohat sy nuqsanat han insan ki sehat kharab ker dytay
neg,nahi ... bore ... ker waqt hi zaya kerna
neg,mumkin nahi wast time aysi speed jati to dsl wali ghr bethti
neg,note world wide wapi raha iski batteri issu iski batteri charg karn pe explod karti
neg,nouman ejaz kal har doosrey dramey main apni wife sath bey emani kar raha real life main bhi iski wife iss shak hi rehta hoga lol
neg,numair ki ghatiya herkaten rameen ki bewaqoofiyan khatam honay kaa naam hi le raheen wohi tamasha dobara shroo hogaya boriat honay lagi iss choohay billi kay khel
neg,nusarat jave duniya galeez tareen admi hae sponsor link
neg,nusrat javaid tum theek kah rahay hum poch rahay hain kay yah passea pakistan bahir kessay geya 1993 main hassan hussain namaz ke umer keya thee who kess class main phertay thay itnay dollor pound ay kahan
neg,wi parh lewa de sir jee tussi match wekho
neg,bhai ya set boht sensit bodi bend honi ki complain han world wide total flop set pagal hi ly ga rate month bad 80k sy nechi jy ga
neg,bhaiyon ji price mey log set laa rahey hey na ... .. khasa hit set price list waja flop hogaa
neg,qmobil jysa kharab set ma na nahi dekha sir sir pason zya ha. lana chaho to la lo lakin pachtao
neg,dinn dooobaa jadon ghori charhyaa kooobaa abb doubl shifton kaa dour nahi raha sponsor link
neg,odi chor rahe hn main odi nhn dekhungi plzzz t20 kabi mat choriyega warna nhn dekhungi
neg,omg lolzmiss to behtreeen urdu punjabi hahahahaha niceeeeee
neg,omg lolzabhi logon lagta kay ye drama hit ya hoga hahahahha allah ki shaan uunchee dukaan pheeka pakwaan total flop drama year insha allah award es sy relat milnay walay fake ok
neg,omg lo wohi baat hui kay act tha script ye lolz uff lekin jo dikhaya bilkul realliti tha jee hahahahaha laga hi ni kay shabirr jaan act kr raha jocker lagta
neg,obama chahay to khatam saqta worna mushqal lakin ye jang nahi khatam keri ga
neg,obama nhe chahta deshatgardi ki ye jang khatam tabahi chahta
neg,obama sahb yehi kahengi .. apni terrorist bhej yahan terror jo krwa thi mosof
neg,oh bhai dunya ghoom kai lo aisa pm nahi milay ga pakistanion mubarak dajaal apnay unper musslat karnay kai
neg,sab sy bari baat ye ye politit corrupt hain na to dil hi nahi bharta
neg,oh ... mein pichli maheeni soch raha yaar mein zaini wala drama dekta tha kahan gya ... mji ni ye kub lgta qn mein isi repeat mein dekhta tha plu mji uska name ni tha ... mein ne iski bech mein ya episod dekhi theen ... a6a laga mein follow ni kar paya .. to review py pic zaini nazar aa ... to ubi tuk agha ali ki shadi ni hui ... wonder kisi muslim ki lrki itni jahil kese sakti usi ye na mehram na mehram ki shadi sakti ki ni ahmer think agha ali ki sister beta muneeb zaini ki phupho ... sorri kanwal mji ni stori ... mein to review mein sirf aap sens humor appreci kar sakta sach to ye mein aap review parhta hi ley ... mji lagta sirf aap hi bachi fussi eater ni hain ... 99 bachi sure fussi eater hain .. sure mein fussi eater ga ... bachoon jhoota maa hi khana parta baap ni khati jo khati hain unki taadaad buht kum ... tabbi to maa qadmoon takay janat ... anyway as alway love ur sens humor review ... ub to aap ne emoji use start kar diya to maza aata dekhni mein
neg,oh ye zid to ni ji mein maya ali hi ni hota chahti kya ji mein ahsan khan tha usman peerzada brother murder kar deta ... agr to ye wuhi to wakae buht bara flop bakwa drama tha
neg,oh ... ye aksar burey drama aap hissey mein hi qn aati hain ... jitni aap mention kiy sub sub flop thi
neg,ohhhh please niazi zabtaikhlaq ki khilaaaf wrzi ki gaii jalsay maiii
neg,ohhhhhhhhhhh event sune ke kaha ta tyar ... .. bohat ghamgeen
neg,ok mubarak tumay tumharay baraooo tumharaayyy bachooo noorrooo ki ghulami mubarak
neg,ok aap jwab btao ... kyo abhi jawab nahi dy ska sab nalaik hain
neg,ok theak 1st comment pahli theak tarha read to karen ma thread bakwa nhe kaha theak face pasword bakwa kaha ky ye face pasword wala tariqa bakwa ma face ki problem aa jay to pher ye ki kam ... ma thread banani wali bakwa share nhe kaha theak best thankx
neg,okhara mein din dihayar jhutay polic muqablay mein logo sat aam qatal kr dea gaya aap khamosh hain
neg,oldman jao bhai tabah kar rahi pak cricket
neg,omelett kahin nhi lg rha ye bohat hi fazool banati egg bhee nahi banana aata
neg,price hy bu nahi aisi aisi brand
neg,oo bhai kafir zinda bhutto zinda marta sirf amm admi bhai ...
neg,ooo khabardaar voic touch market ma avail ni voic ki franchis pe bohat pais maang rahe hain
neg,ooo kitna bakwa end tha
neg,oppo bohat heat up hota huawei heat up nahi hota batri time kamaal ki 6x ki
neg,oppo wala pakistanion bawakoof bana rakha inta costli set
neg,oppo walo agr front flash bhi rakh daiti to behtr jata ... night use ni hoskta
neg,kp to dhoodh shehad ki nehrain beh hn ...
neg,lannatttttttttttt aisi jannat
neg,wazir ala kpk kay bari main kia khayalat hain farmati hain kay main dr thori hoon jo logon pass jaon
neg,origin post abdullah azim shah yar darbari mujh darr bhaggorri kahin khan ki hamdardi apn aap khan liy kahin waqf na kard ji tarah usn apna haraam maal bachaney liy qatri waqf kia hua ajkal si pareshani waali baat he yar khan saab to eetraz nheen ga chahey mini skirt pehn kur danc bhi kurey bulkey idea he sari qoom khush jaey patwari bhi insafi bhi
neg,origin post anmir dr saab goli chalay gee ander chuwa jaland shiekh saab chalay gaa dg isi naay pistol kaa tohfa mian koh dee thee goli aap dhan ker daay kia samajh nahi aaya sponsor link
neg,origin post anonym paki apn baap baat zara tameez kai kar worth to respondu ignor list
neg,origin post anonym paki apn baap baat zara tameez kai kar admin naami yahaan
neg,origin post ashray ch00ti0n konsa nasha hey bhai jee reham khan nasha
neg,origin post awan1 nawaz sharif hum bohat sabir kia en mulk dushmano ke ghaleez batain suni en chorna nahein imran khan arrest ker kay 35 puncher kerna
neg,nawaz sharif na mulk sy bohat sa paysa loota ha. bahi bheeja kya jo ye paisa mulk ma wapi la ker aay
neg,nawaz apnay maryam pm banwana chahta mulk apni baap ki jageer samajta
neg,origin post captain safdar bohat thurrya hoya obama fir tay uss naay doubl shift kaa raaz rana sana mirassi minist bananay ki wajjah maloom karni
neg,origin post citizen lollipop jaisi kai lollipop jais ke nandipur solar park sirf nooron ke liy hain anybodi with half brain can tell what disast thi go to be
neg,origin post don302 youthiy maryam nashi mein bilkul hi paaagal jati hain ch00ti0n konsa nasha hey bhai jee sponsor link
neg,origin post hamza khalil janjua coal plant ikhtilafat apni jgha mgr patwari btana pasand karay ga gener capac alreadi 22000mw load shed hti transmiss ki waja nalaik leaug ki shokhi sath bar bar plant underconstruct ki picz lgatay jo bad transmiss na hni ki waja nakara rahain ge almost 900 mn be spent upgrad transmiss line infrastructur
neg,origin post lng to pehley kia huwa thaaaaa arbon lega ker khayal aaaaya ke lng transfer kerna haaaaiii commiss benai jao waisey lng ki news to share ker doooo
neg,origin post milk shaykh daikha mainay kya kaa thaa patwari kabi bhi sawal jawab nahi de ga tum logo pajama geela jata sawalon deikh kar mard bano jawab day akr dikhao buzdil mat bao agar tum log haq kay liy lartay to sawalo kar jawab day kar dikhao buzzdilo tum bahadar jawab alema khan rani khan dubai main zakat pesay jiadad kio kharedi kio chupaaia
neg,origin post milk shaykh mainay apsey jo sawal may haftay kar raha houn ki haq pehlay banta sawal kay jawab denay ya tera haftay sawal bhaag raha mard ban jawab day laikin nahi day ga kyu kay teri tatti nikal gayi terey pajamay may agar defend karnay shock to merey sawalo jawab day mujay jhoot karaar mastri mujhay jawab nhi aata tum jawab tum to pamper bandha halema khan rani khan
neg,origin post milk shaykh pappu mastri apkay hussain uncl 13 saal ki umar may kaisay 30 million ki compani kay maalik banay bhonko bablu apki baji mariam jo apnay nihari baap ki depend uskay paa compani jo million dollar ki hain kahan ayi to apnay daddi ki depend uska shohar to apnay asset declar may zikar nahi tha compani bhonko na mere bablu ji agar nihari sharif saaf to ji tarha aleem khan jahngir tareen imran khan apnay document agay laai uss tarha kyu nahi agay lata tera mian saab ji tarah tumhari baji alema khan rani khan gheer qanoni jaiedad kahredi jesay tumhari bhanji tyran khan jamiama ki jaiedad main hisa lina sponsor link
neg,origin post milk shaykh peh lay forum pay publicali mano kay nawaz sharif apnay 13 saal kay bachay kay naam undeclar money undeclar offshor compani banai thee apni jawan beti kay naam bhi offshor compani banai thee tab may jawab doun ga patwari agar sawalo jawab nahi de sakta uska hi matlab kay to admit kar raha kay daal may kala to publicli admit kar tujay may terey sawalon jawab doun ga sari daal hi kalli apni alema rani jawab tyran khan jawab bad main
neg,origin post missfit allah khair rakhi pmln nahi shetani dimagh hain bhi sakta khuda na khuasta allah khair rakhnay wala heylekin aap keh rahey nooooray bohat he begherat iqtidar ki khatir maan bhi bech saktey betian nawasi to he dee arab
neg,origin post mubbashirshah kia aap ussay dil samajhti hain viagra wala dill
neg,origin post muqada muqada guy kahein nazar nahi aatiaatey jahan imran khan ki ya us ki famili ki khabar aai nahi tumhein maroor parey nahi haram khanay waley gidh ki tarah khan jhapattijhapattay jesay woh tumharey sath ker kay bhaga hey haaan bhagnay yaad aaya kia haal hey pootiware ki madam bhagori mariam nawaz shareef kesa raha us pakistani qoum kay paisoon usa tour ji kaam kay liey woh gaya kiakaam to tum samajh gaeygai gi
neg,origin post muskerahat gali gali main shor naajo patwari panama choor
neg,origin post muskerahat abhi nahi laga bohot purana laga ne roznama pakistan khareeda googl karen sab aap ke samn aajay ga
neg,origin post noonturn haram khoron ke patti arab ban gaiy
neg,origin post notguilti agar bechar ke jagah maryam nawaz hote tuu ajj ke ajj sara punjab full secur gund pakr pakr ke mart jurm karn wale lannat raiwind famili parr jo sirf cake justic de sakt hain
neg,origin post onlypk gendda andda 100000 agre imran nawaz gandha andda
neg,origin post onlypk miss marvi memon extrem cheap polit prostitut kehta tha mji nhe maloom tha maryam safdar us ooper ke chawl hy sorri polit prostitut mean
neg,origin post pti scientist well written parhtay waka asa lug raha tha jaisay nawaz sharif patwari he sun raha hon
